clv,Coverage,Gender,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Total.Claim.Amount,Vehicle.Class
3803.79853,Extended,M,26050,Married,97,0,1,Offer2,465.6,Four-Door Car
12157.32992,Premium,M,57449,Single,103,0,2,Offer1,494.4,Four-Door Car
8219.358756,Premium,F,28445,Married,103,0,6,Offer1,427.762841,Two-Door Car
4803.24007,Basic,F,37313,Single,62,0,6,Offer3,246.57631,Four-Door Car
10865.86075,Premium,M,0,Single,110,1,2,Offer1,1066.913401,Four-Door Car
3425.73115,Extended,F,29194,Single,89,0,1,Offer2,424.466821,Four-Door Car
8609.158215,Basic,F,79090,Married,107,0,3,Offer2,289.040734,SUV
4605.036646,Basic,F,22571,Single,63,0,9,Offer2,302.4,Four-Door Car
18634.72656,Extended,M,0,Single,139,0,2,Offer1,1066.63167,SUV
3465.52691,Extended,F,48744,Single,86,0,1,Offer1,412.8,Two-Door Car
2478.180205,Basic,M,0,Single,71,0,1,Offer2,511.2,Four-Door Car
5792.439588,Basic,M,29530,Married,74,0,4,Offer2,222.478994,Two-Door Car
5548.031892,Basic,M,67798,Divorced,69,0,9,Offer1,331.2,Four-Door Car
3443.301126,Extended,M,16208,Married,93,0,1,Offer2,446.4,Two-Door Car
4529.072491,Premium,F,94757,Married,112,0,1,Offer3,5.453269,Four-Door Car
5597.12496,Extended,F,37995,Married,139,0,1,Offer1,667.2,SUV
2616.613903,Basic,M,72302,Divorced,66,0,1,Offer1,316.8,Two-Door Car
10506.88413,Extended,M,37934,Divorced,137,1,8,Offer1,385.440163,Sports Car
10758.65568,Extended,M,19382,Married,94,0,2,Offer4,676.8,Four-Door Car
5498.661301,Basic,M,33191,Married,70,0,9,Offer3,443.53718,Four-Door Car
2791.880258,Basic,M,72389,Married,70,0,1,Offer2,206.158416,Four-Door Car
5176.157299,Basic,F,91475,Divorced,64,0,3,Offer1,73.295606,Four-Door Car
8166.878898,Premium,M,0,Single,111,0,3,Offer1,799.2,Four-Door Car
4267.076892,Basic,F,43682,Married,107,0,1,Offer3,148.003496,SUV
5217.513287,Basic,F,39854,Divorced,66,0,7,Offer2,261.930545,Two-Door Car
7807.216137,Extended,M,52162,Divorced,99,0,4,Offer1,251.152889,Two-Door Car
5058.927182,Extended,F,0,Married,134,0,1,Offer1,643.2,SUV
7772.579276,Basic,M,74755,Divorced,195,0,1,Offer1,1404,Luxury Car
11533.96706,Extended,M,85339,Married,95,0,2,Offer3,392.7457,Four-Door Car
5073.282126,Extended,M,57709,Married,125,0,1,Offer2,600,SUV
4636.54647,Basic,M,26802,Married,66,1,5,Offer2,316.8,Two-Door Car
5296.838482,Basic,M,0,Divorced,73,0,3,Offer1,152.080908,Four-Door Car
6273.911874,Extended,F,18577,Divorced,86,0,6,Offer1,412.8,Four-Door Car
8002.308333,Basic,F,0,Married,107,0,3,Offer1,513.6,SUV
15563.36944,Premium,F,0,Married,253,5,7,Offer3,1214.4,Luxury Car
4723.821588,Premium,F,21546,Married,119,1,1,Offer3,625.395925,Two-Door Car
8436.350708,Basic,F,49182,Married,70,0,2,Offer1,165.410515,Two-Door Car
7153.208425,Extended,F,32238,Divorced,91,0,4,Offer3,439.781453,Four-Door Car
6990.691643,Basic,F,0,Single,68,0,2,Offer2,326.4,Four-Door Car
6375.079233,Extended,M,98118,Single,83,3,3,Offer2,398.4,Four-Door Car
4971.727892,Basic,M,49161,Married,63,2,3,Offer3,171.746945,Two-Door Car
7611.949286,Extended,M,90252,Married,95,0,7,Offer2,122.924197,Four-Door Car
2422.194555,Basic,F,25036,Married,61,1,1,Offer2,292.8,Four-Door Car
4647.423581,Extended,M,28314,Single,121,0,1,Offer1,580.8,SUV
7765.228166,Extended,F,56337,Married,97,0,3,Offer4,465.6,Four-Door Car
6189.443994,Extended,F,99074,Married,77,1,9,Offer4,208.38907,Two-Door Car
3520.696547,Extended,M,31708,Single,94,1,1,Offer1,451.2,Two-Door Car
2678.457672,Extended,M,0,Single,83,1,1,Offer1,398.4,Four-Door Car
6274.564531,Basic,M,0,Single,67,1,2,Offer1,431.32052,Four-Door Car
4650.063763,Basic,M,28215,Single,65,0,3,Offer1,468,Two-Door Car
12010.93726,Premium,M,0,Single,119,0,2,Offer2,856.8,Four-Door Car
10193.77423,Extended,F,21119,Married,128,0,4,Offer1,614.4,SUV
15862.17507,Basic,M,0,Single,66,0,2,Offer1,475.2,Four-Door Car
17254.03699,Basic,M,0,Married,69,1,2,Offer1,331.2,Four-Door Car
5294.230247,Basic,F,0,Married,70,0,3,Offer2,20.521312,Four-Door Car
6274.447705,Extended,F,13662,Single,85,0,3,Offer1,408,Four-Door Car
8007.399376,Basic,F,0,Divorced,112,0,3,Offer1,537.6,Sports Car
2666.976685,Basic,F,79251,Married,67,1,1,Offer2,321.6,Four-Door Car
18572.01022,Basic,F,51294,Married,116,0,2,Offer2,113.237624,SUV
6595.101921,Premium,M,0,Single,105,2,7,Offer1,847.717402,Four-Door Car
2243.473907,Basic,F,0,Single,62,0,1,Offer3,675.468453,Two-Door Car
7423.929008,Basic,F,0,Single,107,0,9,Offer1,513.6,SUV
4627.090729,Extended,F,29124,Married,129,4,1,Offer1,619.2,SUV
4413.255399,Basic,M,0,Single,65,0,3,Offer2,312,Four-Door Car
3163.283136,Extended,M,97266,Married,79,0,1,Offer2,546.052144,Two-Door Car
4908.124429,Basic,M,48207,Married,63,2,8,Offer3,164.974886,Four-Door Car
7850.590399,Basic,F,0,Married,69,0,2,Offer4,331.2,Four-Door Car
3210.417377,Extended,F,0,Divorced,88,0,1,Offer1,325.917598,Four-Door Car
5387.40977,Basic,M,97316,Married,67,0,7,Offer2,309.076476,Two-Door Car
2472.469209,Basic,F,63860,Married,62,0,1,Offer2,208.598246,Four-Door Car
5403.586356,Basic,F,72633,Married,67,0,8,Offer1,155.761761,Four-Door Car
7627.431532,Extended,F,60479,Single,96,0,3,Offer3,85.155359,Four-Door Car
7540.390159,Basic,F,0,Single,68,0,2,Offer1,519.757811,Two-Door Car
2617.704041,Basic,M,14151,Single,72,1,1,Offer2,345.6,Four-Door Car
7212.143863,Basic,M,75891,Single,61,0,2,Offer2,61.285525,Two-Door Car
6671.766636,Basic,M,0,Single,183,0,1,Offer1,1317.6,Luxury SUV
5677.642084,Basic,M,53078,Single,73,0,5,Offer1,764.221884,Four-Door Car
2960.567044,Basic,M,92070,Married,74,0,1,Offer3,368.669336,Four-Door Car
2446.681538,Basic,F,44509,Married,61,0,1,Offer3,226.731454,Four-Door Car
7659.71722,Basic,M,0,Single,73,0,2,Offer1,525.6,Two-Door Car
4533.733641,Basic,M,91967,Married,113,0,1,Offer1,156.736745,SUV
2355.281389,Basic,F,0,Married,63,0,1,Offer1,302.4,Four-Door Car
14316.84569,Premium,F,97379,Divorced,119,0,2,Offer1,354.764801,Four-Door Car
10179.71704,Premium,F,14290,Married,271,0,1,Offer1,1300.8,Luxury SUV
8129.511,Basic,F,0,Divorced,119,1,8,Offer2,729.405742,SUV
13272.22792,Basic,M,0,Single,194,0,4,Offer3,1396.8,Luxury Car
17817.46464,Basic,F,0,Married,68,0,2,Offer1,256.916302,Four-Door Car
19955.25713,Extended,F,69096,Married,99,0,2,Offer1,64.669515,Four-Door Car
4606.26977,Basic,M,0,Single,72,2,8,Offer1,518.4,Four-Door Car
15114.40241,Basic,F,28513,Married,100,1,2,Offer2,480,SUV
4782.349875,Basic,M,81687,Single,61,0,6,Offer2,292.8,Four-Door Car
6317.373557,Extended,F,13792,Divorced,87,2,3,Offer1,620.19254,Four-Door Car
16224.54182,Extended,F,32184,Married,136,1,2,Offer1,266.146673,SUV
9585.501257,Extended,M,26432,Single,88,3,2,Offer1,422.4,Four-Door Car
10130.93442,Extended,F,59232,Divorced,85,0,2,Offer3,408,Two-Door Car
7343.52792,Basic,F,0,Single,72,3,2,Offer1,345.6,Four-Door Car
7699.632103,Basic,M,23577,Married,68,0,2,Offer2,91.815153,Four-Door Car
5739.823806,Extended,M,0,Single,80,0,3,Offer2,848.201438,Four-Door Car
3874.86854,Extended,M,26670,Married,98,0,1,Offer4,541.229321,Four-Door Car
8112.323843,Basic,M,87403,Divorced,68,0,2,Offer1,456.290338,Four-Door Car
2707.429536,Basic,F,51455,Married,67,0,1,Offer2,11.046789,Four-Door Car
5686.961001,Basic,M,30242,Married,72,0,3,Offer2,48.288036,Four-Door Car
7381.623005,Basic,M,64311,Married,62,0,2,Offer4,157.174836,Four-Door Car
2724.262292,Basic,F,0,Married,70,0,1,Offer1,405.384524,Four-Door Car
9075.768214,Basic,M,37722,Single,116,0,8,Offer1,158.077504,Sports Car
2756.543334,Basic,F,42336,Single,69,0,1,Offer3,25.605349,Four-Door Car
8382.478392,Basic,M,25998,Married,71,0,2,Offer2,791.878042,Four-Door Car
7868.0982,Basic,F,24887,Single,68,0,2,Offer2,326.4,Four-Door Car
2851.645994,Extended,M,0,Single,82,0,1,Offer1,590.4,Four-Door Car
7615.369665,Basic,F,90918,Single,64,0,2,Offer3,163.411884,Four-Door Car
5658.531248,Basic,M,78834,Married,72,2,8,Offer2,345.6,Two-Door Car
4307.464888,Basic,M,0,Single,62,0,3,Offer3,434.26667,Two-Door Car
4820.704584,Basic,F,27872,Married,61,0,3,Offer2,186.857059,Two-Door Car
8754.16043,Premium,M,24012,Married,112,1,3,Offer2,82.211282,Four-Door Car
7259.328982,Extended,M,16367,Married,94,0,9,Offer1,515.569363,Four-Door Car
2675.029491,Basic,F,55479,Single,68,1,1,Offer2,117.964245,Four-Door Car
3305.129877,Extended,M,40778,Single,86,0,1,Offer2,412.8,Four-Door Car
8984.040021,Extended,M,0,Single,137,3,6,Offer2,1532.080871,SUV
3567.503755,Basic,M,0,Married,102,0,1,Offer2,660.430456,SUV
3352.87052,Extended,F,95438,Married,83,0,1,Offer2,99.223092,Two-Door Car
5169.49937,Basic,M,12430,Single,73,0,4,Offer2,350.4,Four-Door Car
8564.768226,Basic,M,95697,Married,107,0,9,Offer2,178.006524,Sports Car
8028.484649,Basic,F,0,Single,74,0,2,Offer1,532.8,Two-Door Car
9000.439546,Basic,F,28108,Married,114,0,3,Offer4,547.2,Sports Car
11638.89947,Basic,F,25370,Married,102,0,2,Offer1,489.6,Sports Car
7376.795372,Basic,M,0,Single,105,0,5,Offer2,756,SUV
7892.088107,Basic,F,28672,Divorced,71,0,2,Offer1,340.8,Four-Door Car
19160.98994,Extended,F,22705,Divorced,239,0,7,Offer2,1294.700423,Luxury SUV
5548.031892,Basic,M,67798,Divorced,69,0,9,Offer1,331.2,Four-Door Car
8319.5292,Basic,M,61367,Divorced,70,0,2,Offer3,498.533231,Two-Door Car
13770.97618,Premium,F,59207,Single,116,0,2,Offer1,556.8,Four-Door Car
5225.253777,Basic,F,67423,Married,65,0,9,Offer3,293.308765,Four-Door Car
16979.79757,Basic,M,35095,Divorced,73,0,2,Offer2,525.6,Two-Door Car
7485.356469,Extended,F,26380,Single,96,0,4,Offer2,177.36984,Four-Door Car
2639.644171,Basic,M,88731,Married,66,0,1,Offer4,148.971857,Four-Door Car
8085.448545,Basic,M,61409,Married,68,0,2,Offer3,264.040157,Four-Door Car
12316.79698,Premium,M,0,Married,167,0,5,Offer2,1985.999807,SUV
5568.947534,Extended,M,0,Single,79,1,7,Offer1,407.440238,Two-Door Car
3571.82831,Extended,F,74931,Divorced,89,0,1,Offer1,230.84972,Two-Door Car
3350.244285,Extended,M,74770,Single,86,0,1,Offer2,412.8,Four-Door Car
2716.190293,Extended,M,0,Married,95,5,1,Offer2,619.267164,Four-Door Car
2272.447229,Basic,M,0,Single,71,1,1,Offer3,390.498822,Two-Door Car
2849.252467,Basic,M,63326,Divorced,72,0,1,Offer2,361.564021,Four-Door Car
5328.320299,Basic,F,0,Single,73,0,7,Offer1,794.445585,Four-Door Car
4679.977728,Extended,F,21720,Single,128,0,1,Offer4,837.905079,SUV
5345.201117,Extended,M,55571,Married,135,0,1,Offer4,904.813121,SUV
2437.084486,Basic,M,34759,Divorced,61,0,1,Offer2,302.353842,Four-Door Car
4637.544647,Basic,M,0,Divorced,68,0,3,Offer1,352.130674,Four-Door Car
8804.584902,Basic,M,38638,Married,74,0,2,Offer1,355.2,Four-Door Car
2438.689804,Basic,F,80927,Single,62,0,1,Offer2,211.660971,Two-Door Car
4736.34799,Basic,M,0,Single,65,0,3,Offer1,585.454243,Two-Door Car
5608.155723,Basic,M,81914,Married,70,0,6,Offer4,198.75466,Four-Door Car
6465.223746,Extended,M,0,Single,92,0,3,Offer1,662.4,Four-Door Car
2435.245577,Basic,M,0,Divorced,72,0,1,Offer4,345.6,Two-Door Car
2111.993329,Basic,F,0,Single,74,4,1,Offer3,369.822544,Four-Door Car
2347.591802,Basic,M,0,Single,69,1,1,Offer1,757.89114,Four-Door Car
3636.561567,Extended,F,25407,Divorced,98,0,1,Offer1,284.239719,Four-Door Car
5692.684466,Basic,F,86073,Married,70,0,3,Offer3,291.587866,Two-Door Car
4041.241758,Basic,M,23818,Married,104,1,1,Offer2,499.2,SUV
7756.174223,Extended,F,21326,Divorced,99,0,3,Offer1,632.765462,Four-Door Car
3151.16213,Extended,M,18486,Married,86,0,1,Offer3,412.8,Four-Door Car
7198.415033,Basic,M,10458,Single,102,0,4,Offer2,489.6,SUV
5263.921634,Extended,F,82528,Married,131,0,1,Offer2,258.036918,Sports Car
4347.159852,Basic,F,38223,Married,112,2,1,Offer3,537.6,SUV
2884.636779,Basic,M,63438,Married,72,0,1,Offer2,36.732923,Two-Door Car
6906.201903,Extended,M,13432,Married,92,0,8,Offer1,610.567945,Four-Door Car
4450.220503,Premium,M,26848,Married,114,0,1,Offer4,100.557495,Two-Door Car
5246.278375,Basic,F,28909,Married,66,0,8,Offer1,456.702735,Two-Door Car
2744.73543,Basic,F,35159,Married,68,0,1,Offer1,150.501033,Two-Door Car
5543.802692,Basic,M,64255,Single,70,0,8,Offer2,193.86537,Four-Door Car
6013.038073,Extended,F,0,Single,84,0,7,Offer3,604.8,Four-Door Car
3650.576237,Extended,F,88842,Married,90,0,1,Offer4,350.75997,Two-Door Car
2520.818611,Basic,M,39377,Married,64,0,1,Offer2,307.2,Two-Door Car
5169.49937,Basic,M,12430,Single,73,0,4,Offer2,350.4,Four-Door Car
2395.57,Basic,F,21986,Divorced,63,0,1,Offer2,333.696228,Two-Door Car
3031.587812,Extended,F,27435,Single,76,0,1,Offer3,455.545318,Two-Door Car
11790.49617,Basic,M,25251,Divorced,66,0,2,Offer2,316.8,Four-Door Car
6755.076276,Extended,F,29881,Married,85,0,6,Offer1,17.92017,Four-Door Car
11315.20373,Premium,F,11885,Divorced,101,0,2,Offer1,484.8,Four-Door Car
8207.702516,Basic,M,40420,Married,104,0,7,Offer1,499.2,SUV
5332.615013,Basic,M,74837,Married,66,0,7,Offer2,376.502488,Four-Door Car
3087.432549,Extended,M,67591,Married,77,0,1,Offer3,198.080417,Four-Door Car
4652.595489,Basic,M,47590,Single,119,0,1,Offer1,121.327914,SUV
2489.751297,Basic,F,75474,Married,62,0,1,Offer2,297.6,Two-Door Car
18196.63824,Extended,M,57177,Married,92,0,2,Offer4,441.6,Four-Door Car
2668.731444,Basic,F,52344,Married,66,0,1,Offer3,182.607687,Four-Door Car
8257.014532,Basic,F,20072,Married,70,0,2,Offer2,487.814322,Four-Door Car
12465.92416,Basic,M,33604,Married,105,0,2,Offer1,357.618596,SUV
6743.126791,Basic,F,0,Single,61,0,2,Offer2,292.8,Two-Door Car
2883.165412,Basic,F,37741,Single,74,0,1,Offer2,355.2,Two-Door Car
4686.469674,Basic,M,58089,Married,118,0,1,Offer1,566.4,SUV
6057.07208,Extended,M,27681,Married,83,0,9,Offer2,398.4,Two-Door Car
6895.309989,Basic,M,28992,Divorced,74,4,2,Offer2,355.2,Four-Door Car
9549.113813,Basic,F,55986,Married,119,0,9,Offer1,388.506303,SUV
10593.59462,Extended,M,94042,Married,132,0,9,Offer4,633.6,SUV
7735.465528,Basic,M,0,Married,101,0,3,Offer1,563.284331,Sports Car
2306.427813,Basic,M,0,Single,67,0,1,Offer4,482.4,Four-Door Car
5096.673223,Basic,F,22886,Divorced,65,0,3,Offer1,312,Four-Door Car
3226.790317,Extended,M,19948,Divorced,89,0,1,Offer1,427.2,Four-Door Car
5896.536531,Basic,F,39293,Married,74,0,6,Offer2,352.740946,Two-Door Car
13869.92705,Basic,M,28432,Married,118,0,2,Offer2,612.300581,SUV
18532.40504,Basic,M,0,Single,70,0,2,Offer4,504,Four-Door Car
7716.439345,Basic,F,0,Single,107,0,4,Offer2,1166.754216,Sports Car
6439.779016,Extended,M,47412,Married,81,0,7,Offer1,421.824276,Two-Door Car
9718.463569,Basic,M,0,Divorced,65,0,2,Offer1,312,Four-Door Car
12759.27844,Basic,M,68351,Single,107,0,2,Offer1,725.339771,SUV
5926.980962,Basic,F,58733,Married,74,0,9,Offer2,355.2,Four-Door Car
11389.94398,Extended,F,58187,Married,95,0,2,Offer4,76.73348,Two-Door Car
3497.483075,Extended,M,63189,Married,88,0,1,Offer1,569.124597,Four-Door Car
9476.901955,Premium,F,0,Single,254,0,1,Offer1,1828.8,Luxury Car
9853.773193,Extended,M,44006,Single,130,0,4,Offer1,494.664784,Sports Car
8099.40027,Basic,F,60932,Married,101,0,3,Offer1,484.8,SUV
8507.832473,Basic,F,56704,Married,71,0,2,Offer1,84.715044,Four-Door Car
5360.557066,Basic,M,24254,Married,68,0,5,Offer4,326.4,Four-Door Car
5431.213625,Basic,M,57125,Divorced,68,0,3,Offer1,326.4,Four-Door Car
9048.983447,Basic,M,0,Married,119,0,3,Offer2,571.2,Sports Car
4359.74197,Basic,M,0,Single,64,0,9,Offer1,307.2,Four-Door Car
2889.087654,Basic,F,72075,Married,73,2,1,Offer2,22.569825,Four-Door Car
3056.217296,Extended,F,34317,Married,78,2,1,Offer2,263.592181,Two-Door Car
13815.7802,Premium,F,96745,Married,179,5,3,Offer2,859.2,SUV
5116.727579,Basic,M,95427,Single,65,0,5,Offer1,442.808018,Four-Door Car
10033.28281,Premium,M,0,Single,146,0,3,Offer1,1404.845849,SUV
2772.835753,Basic,M,30606,Married,71,0,1,Offer2,253.04739,Two-Door Car
2647.519741,Basic,M,37876,Single,69,0,1,Offer2,300.056383,Four-Door Car
4038.864803,Basic,F,0,Married,110,0,1,Offer2,528,SUV
7781.89849,Extended,F,57474,Divorced,97,0,3,Offer1,280.037716,Two-Door Car
16473.16905,Basic,M,22828,Married,106,0,2,Offer1,508.8,SUV
5285.314179,Basic,F,65096,Married,67,3,8,Offer1,321.6,Four-Door Car
3107.588649,Extended,M,0,Married,88,0,1,Offer2,87.135752,Two-Door Car
5780.182197,Basic,M,51066,Single,74,0,8,Offer2,787.993313,Four-Door Car
2329.459058,Basic,M,20934,Married,61,1,1,Offer2,292.8,Four-Door Car
4589.940596,Premium,M,32510,Single,119,0,1,Offer2,571.2,Two-Door Car
4428.031583,Basic,F,58577,Married,110,0,1,Offer1,303.872752,SUV
10881.77039,Extended,M,73268,Married,137,0,3,Offer3,41.139806,SUV
5412.696604,Extended,M,0,Single,80,0,3,Offer2,576,Four-Door Car
8382.630118,Basic,M,19683,Married,117,1,9,Offer1,561.6,Sports Car
4834.710493,Basic,F,38713,Divorced,66,4,6,Offer2,316.8,Four-Door Car
2430.870824,Basic,F,28476,Divorced,62,0,1,Offer2,297.6,Four-Door Car
14651.6153,Extended,M,74915,Married,122,0,2,Offer3,393.151377,SUV
5073.282126,Extended,M,57709,Married,125,0,1,Offer2,600,SUV
5520.476175,Basic,M,94676,Divorced,69,0,3,Offer2,331.2,Four-Door Car
6008.184526,Extended,M,43543,Married,76,0,8,Offer1,339.255348,Two-Door Car
2429.374554,Basic,M,74241,Married,61,0,1,Offer2,138.588291,Two-Door Car
3452.029549,Extended,F,61385,Married,86,0,1,Offer2,199.299449,Four-Door Car
4109.310394,Basic,M,0,Single,62,0,8,Offer1,446.4,Two-Door Car
8714.922135,Basic,F,0,Divorced,118,0,4,Offer1,566.4,SUV
8110.305608,Premium,M,52548,Married,101,0,5,Offer2,587.504777,Four-Door Car
3669.83263,Extended,F,0,Married,95,0,1,Offer3,429.657692,Four-Door Car
3893.305281,Basic,M,26605,Married,100,0,1,Offer3,933.330936,SUV
2496.476385,Basic,F,0,Married,67,0,1,Offer1,181.335364,Four-Door Car
4629.970602,Basic,M,0,Single,70,0,7,Offer2,754.945216,Four-Door Car
17684.65456,Basic,F,82667,Single,64,1,2,Offer1,307.2,Two-Door Car
15663.65604,Extended,F,31789,Married,130,0,2,Offer2,316.418786,SUV
4940.124252,Basic,F,0,Single,71,0,3,Offer1,551.569883,Four-Door Car
2754.461855,Basic,F,25151,Married,69,0,1,Offer2,318.040989,Four-Door Car
2953.797658,Extended,M,0,Married,87,2,1,Offer2,414.190987,Four-Door Car
6198.793072,Extended,M,24053,Divorced,87,1,7,Offer2,624.532492,Four-Door Car
12176.00621,Basic,M,0,Single,117,0,2,Offer3,1373.258272,SUV
4035.009284,Basic,F,55407,Married,101,1,1,Offer3,275.341953,SUV
2954.387586,Basic,F,62461,Married,73,0,1,Offer2,129.267408,Four-Door Car
5204.64616,Basic,F,29406,Married,68,0,6,Offer1,326.4,Four-Door Car
8100.243093,Basic,M,89420,Married,67,0,2,Offer2,212.455137,Four-Door Car
4443.631711,Extended,F,0,Married,121,0,1,Offer1,644.269611,SUV
7503.367741,Extended,M,52464,Married,95,0,3,Offer4,515.930856,Four-Door Car
2548.509175,Basic,F,43731,Married,64,2,1,Offer3,162.461078,Four-Door Car
2473.368225,Basic,M,13449,Single,68,0,1,Offer1,326.4,Four-Door Car
19228.46362,Basic,M,0,Single,187,0,2,Offer1,897.6,Luxury SUV
4538.117454,Basic,M,49821,Married,61,4,3,Offer4,333.308611,Four-Door Car
7663.514373,Basic,F,34837,Married,63,0,2,Offer1,72.828431,Four-Door Car
4177.288153,Premium,F,44222,Married,104,0,1,Offer3,413.196371,Four-Door Car
11776.00378,Extended,F,58881,Married,97,0,2,Offer4,354.885018,Four-Door Car
3996.772165,Basic,F,46210,Married,100,0,1,Offer1,46.315771,SUV
5490.775023,Basic,F,49480,Married,70,1,4,Offer2,72.686545,Four-Door Car
12989.81806,Basic,M,0,Single,65,0,2,Offer1,312,Four-Door Car
4599.759229,Premium,M,79284,Single,117,1,1,Offer3,156.452827,Four-Door Car
2351.878675,Basic,F,12928,Single,64,0,1,Offer1,307.2,Four-Door Car
2903.242245,Basic,M,20510,Married,74,0,1,Offer2,355.2,Two-Door Car
3807.528493,Premium,M,0,Single,115,0,1,Offer1,828,Four-Door Car
8310.704732,Premium,M,67541,Married,104,0,6,Offer4,203.886869,Four-Door Car
8962.795984,Basic,M,97924,Married,74,0,2,Offer1,355.2,Two-Door Car
12157.5413,Extended,M,40432,Married,77,0,2,Offer3,369.6,Four-Door Car
16460.07754,Extended,M,16869,Divorced,222,0,3,Offer1,1065.6,Luxury SUV
8788.532018,Basic,M,91171,Married,110,0,8,Offer2,771.39748,SUV
5093.479191,Basic,M,0,Married,71,0,3,Offer2,150.878447,Two-Door Car
5377.90796,Basic,M,34528,Married,69,2,7,Offer1,183.602763,Four-Door Car
5635.746396,Basic,F,20303,Married,71,0,3,Offer1,340.8,Four-Door Car
3514.212939,Extended,F,73643,Single,89,0,1,Offer2,147.486454,Four-Door Car
4386.277558,Basic,M,10621,Single,67,0,5,Offer1,321.6,Four-Door Car
7294.5816,Extended,M,76407,Married,91,0,9,Offer1,436.8,Four-Door Car
2415.063816,Basic,M,0,Single,71,0,1,Offer2,511.2,Four-Door Car
4693.751128,Extended,F,26607,Married,122,0,1,Offer1,585.6,SUV
7481.825592,Extended,M,61783,Married,94,0,6,Offer2,658.125874,Four-Door Car
5953.352957,Extended,M,20283,Divorced,77,0,3,Offer2,369.6,Two-Door Car
3890.964154,Extended,M,43578,Married,98,0,1,Offer2,105.662175,Two-Door Car
5352.218989,Basic,M,93606,Divorced,67,0,3,Offer2,321.6,Four-Door Car
8105.81483,Basic,M,17920,Married,72,0,2,Offer1,424.375364,Four-Door Car
3509.968806,Extended,M,51800,Single,92,0,1,Offer1,299.452532,Four-Door Car
8434.119038,Basic,F,27694,Single,108,0,7,Offer3,741.850171,SUV
4254.620669,Basic,F,11904,Single,61,2,3,Offer1,292.8,Two-Door Car
2839.945741,Basic,F,53444,Divorced,72,1,1,Offer1,315.703929,Four-Door Car
16473.16905,Basic,M,22828,Married,106,0,2,Offer1,508.8,SUV
2580.849899,Basic,M,46900,Married,66,0,1,Offer2,316.8,Four-Door Car
17622.1332,Premium,M,0,Single,252,0,3,Offer4,1814.4,Luxury SUV
14435.67365,Premium,M,60880,Married,119,0,2,Offer1,109.906628,Two-Door Car
12731.95161,Basic,M,40870,Married,105,0,2,Offer1,504,SUV
2398.354197,Basic,M,14321,Single,65,0,1,Offer1,423.823547,Four-Door Car
6182.618843,Extended,M,20072,Married,82,0,9,Offer1,473.266879,Four-Door Car
9431.376818,Extended,M,77365,Divorced,79,0,2,Offer2,2.823303,Two-Door Car
4651.28429,Basic,F,98475,Married,115,0,1,Offer2,552,SUV
12168.74492,Basic,M,14973,Divorced,115,0,2,Offer1,828,SUV
3237.305187,Extended,M,0,Single,90,0,1,Offer1,659.435886,Four-Door Car
9416.474669,Extended,M,0,Married,86,1,2,Offer2,412.8,Four-Door Car
2506.360995,Basic,M,0,Single,73,0,1,Offer2,525.6,Four-Door Car
5272.005079,Basic,F,98110,Married,65,0,8,Offer1,176.287711,Four-Door Car
5246.278375,Basic,F,28909,Married,66,0,8,Offer1,456.702735,Two-Door Car
10611.56172,Extended,F,0,Single,96,0,2,Offer3,949.953253,Four-Door Car
2249.874803,Basic,F,0,Divorced,62,0,1,Offer1,297.6,Four-Door Car
2816.756002,Basic,M,42937,Married,71,0,1,Offer1,251.779842,Two-Door Car
4751.280948,Basic,M,30887,Married,119,0,1,Offer3,444.167713,SUV
8421.516848,Premium,F,95139,Married,103,0,6,Offer1,34.023132,Four-Door Car
4660.399573,Basic,F,89834,Married,116,0,1,Offer1,43.15595,SUV
6843.848971,Basic,M,0,Single,66,0,2,Offer2,478.509797,Two-Door Car
9223.987144,Extended,F,18814,Single,122,0,3,Offer2,585.6,Sports Car
4938.72766,Basic,M,82733,Married,62,0,9,Offer2,72.101019,Four-Door Car
15114.40241,Basic,F,28513,Married,100,1,2,Offer2,480,SUV
5037.953998,Basic,M,0,Married,68,1,9,Offer3,326.4,Four-Door Car
5097.318657,Basic,M,67233,Married,63,0,3,Offer3,246.693624,Two-Door Car
8906.991433,Extended,M,58718,Single,226,0,1,Offer1,1084.8,Luxury Car
9095.15235,Premium,F,65103,Married,115,4,3,Offer2,552,Four-Door Car
4898.957331,Basic,F,55071,Married,61,0,5,Offer3,231.516063,Four-Door Car
2916.380797,Basic,M,85817,Married,72,0,1,Offer4,154.987759,Four-Door Car
5729.855012,Basic,F,92254,Married,70,0,7,Offer3,245.593225,Four-Door Car
12280.76661,Premium,M,88340,Married,102,0,2,Offer1,489.6,Two-Door Car
2472.469209,Basic,F,63860,Married,62,0,1,Offer2,208.598246,Four-Door Car
4698.345864,Extended,F,26411,Married,126,1,1,Offer3,604.8,SUV
7950.178237,Basic,M,26189,Single,69,0,2,Offer3,331.2,Four-Door Car
3299.339339,Extended,M,66114,Single,92,4,1,Offer4,178.842061,Four-Door Car
7506.779365,Premium,M,49561,Single,193,0,1,Offer1,926.4,SUV
7123.694599,Basic,F,16139,Married,62,0,2,Offer1,297.6,Four-Door Car
8008.095994,Basic,M,63775,Married,100,0,3,Offer2,462.753151,SUV
5318.89664,Basic,F,25134,Married,67,0,6,Offer2,321.6,Four-Door Car
