track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
low,r&b,neo soul,0.673,0.742,1,-4.632,minor,0.0501,0.0457,0,0.0851,0.701,95.004,4.002
low,r&b,neo soul,0.464,0.706,8,-5.214,major,0.317,0.571,0,0.464,0.331,198.07,4.589116667
low,r&b,neo soul,0.594,0.839,10,-5.467,minor,0.333,0.0582,0,0.136,0.577,87.014,4.183116667
low,r&b,neo soul,0.738,0.536,11,-9.667,minor,0.123,0.0313,0.0535,0.0846,0.93,161.968,4.196216667
low,r&b,neo soul,0.706,0.713,1,-8.564,major,0.325,0.0635,0.000172,0.108,0.786,77.487,3.964216667
low,r&b,neo soul,0.681,0.641,9,-8.088,minor,0.18,0.281,0,0.103,0.666,81.029,3.246916667
low,r&b,neo soul,0.358,0.833,10,-4.828,minor,0.179,0.39,0,0.197,0.695,130.815,4.250033333
low,r&b,neo soul,0.653,0.311,6,-16.351,major,0.0341,0.333,0.000637,0.115,0.534,77.103,4.728166667
low,r&b,neo soul,0.481,0.615,7,-5.383,minor,0.159,0.166,0,0.129,0.593,88.547,3.766666667
low,r&b,neo soul,0.475,0.491,10,-10.372,minor,0.0482,0.759,0,0.0925,0.534,76.362,3.2833
low,r&b,neo soul,0.525,0.807,3,-5.474,minor,0.089,0.00351,0,0.27,0.319,84.867,4.008533333
low,r&b,neo soul,0.625,0.266,10,-9.956,minor,0.0299,0.739,0,0.113,0.211,105.011,5.304883333
low,r&b,neo soul,0.71,0.674,5,-6.441,major,0.239,0.212,0,0.0957,0.298,86.057,3.946883333
low,r&b,neo soul,0.361,0.501,2,-7.29,major,0.0758,0.565,0,0.322,0.414,178.02,4.910883333
low,r&b,neo soul,0.8,0.52,1,-8.084,minor,0.21,0.125,0.000138,0.481,0.673,95.613,3.370216667
low,r&b,neo soul,0.645,0.482,0,-8.412,major,0.0778,0.415,0,0.107,0.307,139.991,4.18045
low,r&b,neo soul,0.637,0.681,2,-5.54,major,0.299,0.135,0,0.113,0.641,139.296,4.397116667
low,r&b,neo soul,0.573,0.766,8,-4.781,major,0.151,0.351,0,0.316,0.771,92.549,3.528883333
low,r&b,neo soul,0.47,0.426,5,-6.917,minor,0.0418,0.217,0,0.101,0.36,116.582,3.872883333
low,r&b,neo soul,0.382,0.737,5,-5.776,minor,0.159,0.246,0,0.265,0.387,92.2,8.069116667
low,r&b,neo soul,0.571,0.435,7,-9.426,minor,0.0573,0.77,0,0.153,0.464,132.352,3.975116667
low,r&b,neo soul,0.384,0.529,5,-9.251,minor,0.0595,0.525,5.42E-06,0.0772,0.504,86.066,3.348883333
low,r&b,neo soul,0.56,0.677,5,-4.28,major,0.0377,0.0971,2.71E-06,0.0573,0.749,173.991,4.637033333
low,r&b,neo soul,0.783,0.651,6,-4.971,minor,0.0451,0.0272,0.0792,0.36,0.859,101.009,4.165333333
low,r&b,neo soul,0.722,0.758,2,-2.688,major,0.0443,0.338,0,0.0956,0.658,97.033,3.96755
low,r&b,neo soul,0.606,0.605,1,-5.324,minor,0.0493,0.13,8.20E-05,0.132,0.542,157.998,3.941116667
low,r&b,neo soul,0.656,0.716,6,-5.266,minor,0.0376,0.165,2.65E-06,0.157,0.512,87.978,3.754883333
low,r&b,neo soul,0.59,0.415,6,-11.392,minor,0.0889,0.326,0,0.167,0.448,91.095,3.3669
low,r&b,neo soul,0.7,0.522,11,-11.442,major,0.116,0.0915,0,0.241,0.666,89.981,3.411016667
low,r&b,neo soul,0.621,0.719,10,-4.458,minor,0.168,0.067,0,0.145,0.854,89.938,4.058866667
low,r&b,neo soul,0.818,0.569,0,-5.739,major,0.158,0.367,0.00304,0.402,0.897,90.05,3.73505
low,r&b,neo soul,0.716,0.487,10,-5.827,major,0.0808,0.0349,1.79E-06,0.0766,0.461,100.047,4.15955
low,r&b,neo soul,0.683,0.554,2,-8.323,major,0.164,0.0368,0,0.079,0.593,92.008,3.792
low,r&b,neo soul,0.673,0.472,1,-8.379,major,0.0946,0.033,0,0.259,0.319,97.014,3.130666667
low,r&b,neo soul,0.597,0.469,6,-6.881,major,0.0763,0.0284,0,0.136,0.546,90.067,3.236
low,r&b,neo soul,0.529,0.491,2,-7.409,major,0.192,0.31,0,0.105,0.304,77.436,5.249783333
low,r&b,neo soul,0.618,0.585,10,-8.649,minor,0.0362,0.395,0,0.288,0.66,79.98,4.086
low,r&b,neo soul,0.647,0.305,6,-8.88,minor,0.097,0.6,0,0.202,0.382,118.229,3.48555
low,r&b,neo soul,0.596,0.648,2,-4.795,major,0.244,0.678,0,0.125,0.489,82.913,3.293333333
low,r&b,neo soul,0.497,0.637,1,-5.131,major,0.111,0.105,0,0.376,0.606,87.414,3.552666667
low,r&b,neo soul,0.402,0.761,11,-5.15,minor,0.279,0.183,0,0.272,0.389,86.406,5.474216667
low,r&b,neo soul,0.599,0.618,3,-8.98,minor,0.12,0.589,1.06E-05,0.131,0.767,88.015,3.57355
low,r&b,neo soul,0.521,0.464,1,-8.392,minor,0.162,0.154,0,0.49,0.52,83.349,4.27155
low,r&b,neo soul,0.609,0.681,5,-5.73,major,0.0699,0.0537,0,0.29,0.624,84.972,3.89445
low,r&b,neo soul,0.782,0.392,1,-14.014,minor,0.282,0.0969,0.000216,0.162,0.432,95.121,4.789116667
low,r&b,neo soul,0.825,0.539,7,-5.108,major,0.191,0.0815,0.000958,0.118,0.791,99.009,3.519333333
low,r&b,neo soul,0.779,0.532,1,-6.928,minor,0.0547,0.591,1.30E-06,0.0927,0.581,111.983,4.342
low,r&b,neo soul,0.785,0.597,8,-8.156,major,0.0869,0.324,0.000123,0.106,0.862,87.106,4.866216667
low,r&b,neo soul,0.617,0.393,3,-6.765,major,0.0317,0.907,8.38E-06,0.228,0.343,82.222,4.054666667
low,r&b,neo soul,0.535,0.558,0,-8.134,major,0.055,0.23,0,0.0935,0.489,155.638,6.70155
low,r&b,neo soul,0.747,0.732,1,-8.233,minor,0.119,0.0905,0,0.0552,0.782,82.101,3.741116667
low,r&b,neo soul,0.498,0.702,9,-8.261,major,0.334,0.402,0,0.125,0.657,78.524,4.19225
low,r&b,neo soul,0.525,0.597,3,-7.866,major,0.0448,0.193,0,0.112,0.289,119.704,5.9786
low,r&b,neo soul,0.608,0.181,9,-13.021,major,0.0806,0.806,0,0.115,0.354,86.136,7.183716667
low,r&b,neo soul,0.453,0.431,2,-10.323,minor,0.0315,0.373,0,0.0867,0.174,79.188,5.35905
low,r&b,neo soul,0.629,0.931,6,-6.679,minor,0.18,0.103,0,0.315,0.797,103.005,3.688966667
low,r&b,neo soul,0.504,0.692,11,-7.423,major,0.144,0.341,0,0.395,0.421,181.702,3.624083333
low,r&b,neo soul,0.507,0.516,6,-5.613,minor,0.283,0.0237,0.000142,0.0598,0.719,78.786,3.92
low,r&b,neo soul,0.595,0.516,6,-6.58,minor,0.281,0.667,0,0.596,0.732,75.783,4.46155
low,r&b,neo soul,0.614,0.502,5,-11.419,minor,0.0832,0.141,0,0.0669,0.589,81.003,3.87245
low,r&b,neo soul,0.42,0.6,6,-9.655,minor,0.198,0.00804,0,0.155,0.466,176.083,3.91045
low,r&b,neo soul,0.53,0.631,9,-6.973,major,0.204,0.222,0,0.312,0.591,80.153,3.626666667
low,r&b,neo soul,0.416,0.394,11,-8.588,minor,0.0414,0.269,0,0.0897,0.172,109.135,4.12155
low,r&b,neo soul,0.641,0.819,1,-5.272,major,0.0787,0.101,0,0.101,0.659,95.001,3.619116667
low,r&b,neo soul,0.434,0.504,1,-4.762,minor,0.0886,0.657,0,0.191,0.66,99.013,3.03045
low,r&b,neo soul,0.372,0.425,9,-7.082,major,0.0314,0.833,0,0.0978,0.325,111.907,3.6
low,r&b,neo soul,0.66,0.624,5,-5.136,minor,0.167,0.546,9.97E-06,0.125,0.685,95.041,3.438883333
low,r&b,neo soul,0.653,0.649,10,-8.14,minor,0.182,0.11,0,0.86,0.781,86.87,4.681116667
low,r&b,neo soul,0.669,0.561,10,-4.885,minor,0.0637,0.042,0,0.101,0.515,89.95,4.061783333
low,r&b,neo soul,0.651,0.584,9,-7.754,minor,0.0637,0.0542,5.91E-06,0.256,0.645,88.916,4.879116667
low,r&b,neo soul,0.471,0.708,8,-8.809,major,0.0449,0.00733,0,0.161,0.282,125.823,5.01245
low,r&b,neo soul,0.54,0.89,0,-6.645,major,0.033,0.0344,7.73E-06,0.232,0.586,171.967,4.53755
low,r&b,neo soul,0.798,0.343,8,-11.58,minor,0.208,0.557,7.74E-05,0.0886,0.769,168.046,3.192
low,r&b,neo soul,0.739,0.471,7,-7.075,minor,0.124,0.223,0,0.0956,0.486,165.945,3.640883333
low,r&b,neo soul,0.837,0.302,1,-14.141,major,0.0993,0.556,0.0143,0.0756,0.167,147.978,3.462
low,r&b,neo soul,0.719,0.403,4,-9.51,minor,0.0578,0.177,6.17E-06,0.0624,0.548,171.976,4.19555
low,r&b,neo soul,0.769,0.384,5,-12.86,minor,0.301,0.27,0,0.0691,0.652,78.981,4.334216667
low,r&b,neo soul,0.508,0.276,9,-13.384,minor,0.0297,0.567,0,0.0786,0.437,93.489,4.122
low,r&b,neo soul,0.583,0.403,7,-8.704,minor,0.156,0.513,4.41E-06,0.128,0.33,75.258,3.850883333
low,r&b,neo soul,0.675,0.594,8,-7.678,major,0.0434,0.0171,0,0.102,0.558,74.983,4.382483333
low,r&b,neo soul,0.471,0.381,0,-9.06,minor,0.169,0.0624,0.000903,0.241,0.171,70.279,3.460933333
low,r&b,neo soul,0.502,0.646,6,-7.357,minor,0.0579,0.164,3.08E-05,0.146,0.413,143.982,5.612266667
low,r&b,neo soul,0.541,0.378,2,-6.283,minor,0.0296,0.636,0.594,0.0899,0.401,136.94,4.61
low,r&b,neo soul,0.743,0.372,1,-10.459,major,0.132,0.194,0.014,0.12,0.575,160.07,5.448
low,r&b,neo soul,0.757,0.367,5,-5.759,minor,0.0354,0.736,0,0.157,0.681,96.008,3.89555
low,r&b,neo soul,0.72,0.67,2,-10.224,major,0.132,0.305,0,0.0928,0.566,121.342,5.088
high,r&b,neo soul,0.384,0.765,6,-4.463,major,0.0579,0.646,0.00352,0.522,0.567,129.903,4.20385
low,r&b,neo soul,0.535,0.505,2,-8.926,minor,0.245,0.0393,0,0.0923,0.495,99.935,5.337783333
low,r&b,neo soul,0.705,0.324,3,-10.853,minor,0.0403,0.883,0.00157,0.093,0.123,139.989,4.654883333
low,r&b,neo soul,0.827,0.453,10,-11.173,minor,0.0907,0.468,0.00561,0.421,0.626,96.986,2.92155
low,r&b,neo soul,0.638,0.467,3,-7.787,minor,0.0522,0.536,0,0.298,0.657,94.089,4.41445
low,r&b,neo soul,0.809,0.422,5,-11.005,minor,0.325,0.236,0.000185,0.114,0.56,166.006,3.45995
low,r&b,neo soul,0.69,0.572,7,-6.131,major,0.0264,0.0457,0,0.0969,0.375,111.919,3.927783333
low,r&b,neo soul,0.819,0.478,4,-6.978,minor,0.168,0.549,0,0.109,0.535,92.07,4.17845
low,r&b,neo soul,0.849,0.601,6,-5.682,minor,0.0319,0.42,8.88E-06,0.108,0.966,110.019,3.640216667
low,r&b,neo soul,0.73,0.849,7,-7.247,major,0.124,0.101,1.95E-06,0.359,0.694,98.981,3.188883333
low,r&b,neo soul,0.486,0.797,9,-7.632,minor,0.231,0.06,0,0.331,0.745,87.445,5.66445
low,r&b,neo soul,0.704,0.433,9,-5.728,minor,0.0863,0.0334,0,0.0776,0.816,105.232,3.747783333
low,r&b,neo soul,0.652,0.604,9,-8.766,minor,0.227,0.111,1.01E-05,0.0409,0.675,170.003,4.166
low,r&b,neo soul,0.796,0.729,11,-6.94,major,0.0488,0.082,0,0.302,0.578,111.496,4.646
low,r&b,neo soul,0.734,0.268,9,-12.876,minor,0.0646,0.577,0,0.163,0.666,132.556,5.35
low,r&b,neo soul,0.489,0.564,1,-10.712,minor,0.138,0.0326,3.90E-05,0.979,0.33,128.011,4.15755
high,r&b,neo soul,0.765,0.29,4,-17.117,minor,0.139,0.0279,1.02E-06,0.571,0.506,92.409,4.97955
low,r&b,neo soul,0.818,0.172,10,-11.112,minor,0.346,0.14,0.00183,0.0952,0.422,148.153,2.944483333
low,r&b,neo soul,0.693,0.813,7,-4.361,minor,0.066,0.0496,0,0.289,0.515,90.008,3.990883333
low,r&b,neo soul,0.712,0.657,10,-5.888,minor,0.149,0.0577,0,0.234,0.437,97.993,4.15955
low,r&b,neo soul,0.891,0.437,7,-7.929,major,0.0927,0.164,0,0.328,0.67,103.147,3.37215
low,r&b,neo soul,0.645,0.622,5,-8.215,minor,0.0456,0.182,0.753,0.0769,0.377,87.036,4.469516667
low,r&b,neo soul,0.734,0.776,2,-4.193,major,0.0826,0.0406,0.193,0.0547,0.843,78.542,4.486216667
low,r&b,neo soul,0.883,0.458,9,-6.801,minor,0.0411,0.0401,0.000419,0.0603,0.816,91.426,3.574883333
low,r&b,neo soul,0.89,0.409,5,-8.312,minor,0.462,0.104,0,0.729,0.496,92.98,4.378
low,r&b,neo soul,0.709,0.322,6,-15.032,minor,0.121,0.635,0.000233,0.456,0.384,85.193,3.198033333
low,r&b,neo soul,0.538,0.296,1,-13.273,major,0.0637,0.372,0.00445,0.361,0.172,85.38,4.10245
low,r&b,neo soul,0.866,0.41,0,-7.348,major,0.457,0.498,0.00019,0.0933,0.704,80.194,6.551783333
low,r&b,neo soul,0.763,0.523,3,-8.482,minor,0.0929,0.211,0,0.178,0.499,90.9,3.33245
low,r&b,neo soul,0.547,0.43,2,-7.393,major,0.0667,0.848,0.613,0.0825,0.175,114.729,3.041116667
low,r&b,neo soul,0.704,0.511,10,-6.778,minor,0.131,0.334,0.137,0.113,0.454,93.989,3.83265
high,r&b,neo soul,0.434,0.872,0,-2.974,major,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,3.562666667
low,r&b,neo soul,0.781,0.629,5,-6.152,minor,0.0647,0.229,0.000536,0.0881,0.693,111.975,3.455116667
low,r&b,neo soul,0.651,0.63,1,-5.965,major,0.0605,0.0378,0.189,0.081,0.684,58.063,4.559116667
high,r&b,neo soul,0.756,0.609,3,-7.927,major,0.0544,0.217,0.00474,0.096,0.537,117.023,2.595333333
low,r&b,neo soul,0.504,0.494,5,-7.623,minor,0.284,0.402,1.62E-06,0.367,0.425,69.32,3.82955
low,r&b,neo soul,0.661,0.411,7,-11.131,major,0.089,0.0369,0.514,0.104,0.551,83.816,4.558216667
low,r&b,neo soul,0.52,0.302,4,-11.872,major,0.0577,0.885,0,0.085,0.402,72.486,2.724666667
low,r&b,neo soul,0.701,0.529,7,-12.242,minor,0.147,0.82,0.00113,0.249,0.577,138.216,2.439833333
high,r&b,neo soul,0.6,0.139,7,-8.975,major,0.0464,0.811,9.50E-06,0.0918,0.256,171.041,4.015116667
high,r&b,neo soul,0.422,0.264,8,-7.064,major,0.0322,0.922,0,0.132,0.331,119.93,4.492666667
low,r&b,neo soul,0.637,0.615,9,-5.395,major,0.167,0.685,8.51E-06,0.462,0.517,132.312,2.258
low,r&b,neo soul,0.786,0.846,8,-3.752,major,0.0391,0.00144,0.0172,0.101,0.695,107.976,2.752
low,r&b,neo soul,0.75,0.859,11,-2.206,minor,0.0311,0.236,0.0413,0.129,0.97,118.194,4.231116667
low,r&b,neo soul,0.551,0.954,1,-5.516,minor,0.0419,0.113,0.0012,0.191,0.964,171.975,3.50045
low,r&b,neo soul,0.7,0.447,8,-11.083,minor,0.0354,0.532,0.000192,0.0878,0.829,144.726,4.28155
low,r&b,neo soul,0.593,0.783,0,-3.717,minor,0.183,0.16,7.91E-05,0.0765,0.6,121.778,3.846666667
low,r&b,neo soul,0.523,0.691,8,-5.294,major,0.0675,0.0427,0,0.201,0.462,77.011,3.440666667
low,r&b,neo soul,0.457,0.549,1,-5.354,minor,0.03,0.157,0.0546,0.398,0.444,76.011,2.703016667
low,r&b,neo soul,0.627,0.498,0,-8.174,major,0.0298,0.548,0.000734,0.1,0.641,107.251,3.588666667
high,r&b,neo soul,0.861,0.33,6,-7.194,major,0.0526,0.627,1.93E-06,0.14,0.718,95.016,3.6
low,r&b,neo soul,0.569,0.692,9,-4.683,major,0.0323,0.0167,3.78E-05,0.126,0.737,141.632,3.20355
low,r&b,neo soul,0.442,0.267,7,-12.857,major,0.0365,0.921,0.00026,0.148,0.116,120.075,3.86135
low,r&b,neo soul,0.674,0.616,7,-3.471,major,0.0272,0.512,2.10E-06,0.331,0.551,94.934,3.84375
low,r&b,neo soul,0.632,0.49,11,-7.386,minor,0.286,0.566,0,0.0985,0.178,93.979,4.177333333
high,r&b,neo soul,0.593,0.642,2,-7.284,major,0.0299,0.313,0.000582,0.0804,0.736,76.403,3.990666667
low,r&b,neo soul,0.395,0.33,4,-10.924,minor,0.0408,0.316,1.89E-05,0.268,0.102,98.813,5.133433333
low,r&b,neo soul,0.676,0.56,4,-6.024,minor,0.0643,0.0112,0.00403,0.137,0.551,178.555,3.655533333
low,r&b,neo soul,0.765,0.495,8,-6.267,major,0.0421,0.711,0.00555,0.106,0.562,76.013,4.55845
low,r&b,neo soul,0.456,0.228,11,-14.665,major,0.0495,0.847,1.58E-06,0.346,0.346,84.312,4.4
low,r&b,neo soul,0.448,0.511,7,-7.106,minor,0.274,0.505,1.51E-06,0.119,0.393,90.008,3.666216667
low,r&b,neo soul,0.855,0.583,6,-8.178,minor,0.0652,0.278,0.174,0.0991,0.647,98.002,3.457033333
low,r&b,neo soul,0.565,0.432,0,-11.175,major,0.11,0.672,0.00231,0.0837,0.446,176.157,4.411333333
low,r&b,neo soul,0.694,0.523,2,-6.407,minor,0.0254,0.875,0.000172,0.352,0.472,97.985,3.490883333
low,r&b,neo soul,0.854,0.759,7,-5.35,minor,0.0332,0.332,0.000377,0.099,0.844,123.908,4.47
low,r&b,neo soul,0.706,0.569,0,-7.044,minor,0.0861,0.023,0,0.0731,0.71,159.824,4.63245
low,r&b,neo soul,0.681,0.722,7,-3.558,minor,0.0432,0.0348,0.00537,0.223,0.226,89.876,5.85245
low,r&b,neo soul,0.73,0.623,9,-6.5,minor,0.0876,0.594,0.000144,0.15,0.873,96.067,3.497783333
low,r&b,neo soul,0.757,0.466,0,-10.709,major,0.0322,0.0766,0.0488,0.115,0.749,96.044,5.771333333
low,r&b,neo soul,0.543,0.526,6,-6.664,minor,0.0316,0.218,0,0.0959,0.2,101.966,5.073783333
low,r&b,neo soul,0.375,0.818,0,-4.031,major,0.141,0.084,0,0.0569,0.333,112.887,3.3371
low,r&b,neo soul,0.676,0.511,9,-7.277,minor,0.0309,0.394,0.0402,0.103,0.383,184.012,5.187333333
low,r&b,neo soul,0.615,0.472,5,-6.073,minor,0.0267,0.325,0,0.115,0.327,80.072,3.50845
low,r&b,neo soul,0.648,0.3,3,-14.74,minor,0.0498,0.623,4.46E-06,0.125,0.294,99.989,4.76245
low,r&b,neo soul,0.563,0.402,9,-10.496,major,0.0668,0.252,2.07E-06,0.0886,0.2,115.561,5.175333333
low,r&b,neo soul,0.817,0.586,0,-7.72,minor,0.0333,0.159,0,0.096,0.777,131.998,4.186216667
low,r&b,neo soul,0.896,0.141,11,-17.745,minor,0.0756,0.847,0.0358,0.117,0.38,110.038,4.479116667
low,r&b,neo soul,0.569,0.385,1,-9.919,minor,0.0499,0.342,0,0.0876,0.339,99.739,5.077783333
low,r&b,neo soul,0.432,0.711,4,-7.081,minor,0.346,0.0859,8.24E-05,0.103,0.532,89.917,3.264216667
low,r&b,neo soul,0.754,0.436,4,-10.023,minor,0.0905,0.246,0,0.204,0.647,87.04,4.699333333
low,r&b,neo soul,0.687,0.614,4,-6.272,minor,0.226,0.0139,5.78E-06,0.114,0.414,191.934,3.97555
low,r&b,neo soul,0.433,0.564,4,-4.546,minor,0.027,0.666,0,0.0805,0.507,148.834,4.703333333
low,r&b,neo soul,0.927,0.507,9,-9.498,major,0.0601,0.587,0.0037,0.37,0.915,104.143,4.341783333
low,r&b,neo soul,0.539,0.363,10,-13.888,minor,0.166,0.701,3.18E-06,0.14,0.549,136.422,5.842216667
low,r&b,neo soul,0.549,0.143,4,-12.793,minor,0.0296,0.81,7.45E-05,0.112,0.189,121.871,4.48
low,r&b,neo soul,0.502,0.37,5,-13.115,major,0.0346,0.108,0.0792,0.12,0.0441,84.161,6.361783333
low,r&b,neo soul,0.795,0.421,11,-11.277,major,0.041,0.759,0.00016,0.378,0.715,119.96,4.28245
low,r&b,neo soul,0.305,0.452,0,-6.077,minor,0.0293,0.952,1.68E-05,0.129,0.21,79.83,4.168883333
low,r&b,neo soul,0.741,0.481,0,-7.008,minor,0.0479,0.498,0.00321,0.0908,0.685,140.511,4.287333333
low,r&b,neo soul,0.635,0.695,11,-4.403,major,0.314,0.212,0,0.298,0.766,79.232,3.474
low,r&b,neo soul,0.494,0.638,8,-6.27,major,0.0705,0.494,0,0.63,0.442,122.415,3.64365
low,r&b,neo soul,0.868,0.46,6,-9.076,major,0.0899,0.0201,0.722,0.0505,0.815,90.028,3.918216667
low,r&b,neo soul,0.852,0.322,4,-7.021,minor,0.0345,0.184,1.04E-05,0.114,0.33,118.92,4.233783333
low,r&b,neo soul,0.467,0.329,8,-9.165,major,0.0326,0.676,3.69E-05,0.108,0.141,113.643,4.005333333
low,r&b,neo soul,0.657,0.512,10,-7.157,minor,0.0472,0.416,1.24E-06,0.139,0.609,99.961,4.523116667
low,r&b,neo soul,0.504,0.406,1,-9.177,minor,0.0669,0.25,1.96E-06,0.121,0.12,93.583,4.257783333
low,r&b,neo soul,0.604,0.631,2,-8.006,major,0.312,0.417,0,0.118,0.53,79.094,3.023783333
low,r&b,neo soul,0.756,0.488,0,-7.439,major,0.0941,0.109,0,0.0983,0.877,91.995,3.461333333
low,r&b,neo soul,0.747,0.398,5,-12.932,minor,0.0743,0.211,1.42E-06,0.113,0.428,117.901,4.472883333
low,r&b,neo soul,0.72,0.622,4,-4.521,major,0.0699,0.0545,0,0.0559,0.313,88.995,4.17445
low,r&b,neo soul,0.695,0.383,10,-9.988,minor,0.0416,0.632,1.35E-05,0.101,0.6,81.127,4.97245
low,r&b,neo soul,0.838,0.367,6,-11.833,minor,0.0396,0.176,0,0.0861,0.961,95.508,4.0731
low,r&b,neo soul,0.467,0.752,11,-3.244,major,0.232,0.208,0,0.164,0.728,122.775,4.207333333
low,r&b,neo soul,0.596,0.476,2,-9.34,major,0.0457,0.102,0,0.136,0.361,181.817,3.390216667
low,r&b,neo soul,0.535,0.579,11,-8.533,major,0.0507,0.262,0.000149,0.102,0.541,117.045,5.824883333
low,r&b,neo soul,0.717,0.273,9,-12.887,minor,0.0647,0.574,0,0.163,0.657,132.494,5.35
low,r&b,neo soul,0.564,0.807,5,-4.561,major,0.028,0.0285,0.00111,0.192,0.49,67.003,3.317983333
low,r&b,neo soul,0.298,0.252,7,-11.274,minor,0.0394,0.882,0.0677,0.141,0.201,77.791,3.721066667
low,r&b,neo soul,0.584,0.455,1,-11.066,minor,0.0488,0.246,0,0.181,0.308,74.634,5.572216667
low,r&b,neo soul,0.386,0.38,6,-11.475,major,0.0999,0.00977,0.283,0.566,0.123,113.466,3.699116667
low,r&b,neo soul,0.546,0.421,5,-5.669,minor,0.087,0.659,3.10E-06,0.065,0.443,115.65,4.027116667
low,r&b,neo soul,0.765,0.396,7,-8.991,minor,0.0372,0.0662,7.38E-06,0.141,0.35,95.971,4.1049
low,r&b,neo soul,0.691,0.525,5,-7.363,major,0.0476,0.378,4.78E-06,0.0809,0.604,89.939,3.310666667
low,r&b,neo soul,0.66,0.715,5,-5.218,minor,0.14,0.284,0,0.0563,0.668,95.012,3.903783333
low,r&b,neo soul,0.401,0.688,10,-6.185,minor,0.222,0.354,0,0.124,0.625,91.964,3.845783333
low,r&b,neo soul,0.534,0.311,8,-9.141,major,0.0511,0.54,0,0.104,0.0853,115.219,4.529083333
low,r&b,neo soul,0.589,0.14,0,-10.446,major,0.246,0.346,0.00312,0.0703,0.327,80.768,3.842216667
low,r&b,neo soul,0.669,0.466,7,-7.71,major,0.0569,0.0366,0.00782,0.109,0.398,71.993,3.30245
low,r&b,neo soul,0.742,0.728,10,-6.626,minor,0.0315,0.00962,3.73E-05,0.134,0.697,96.01,3.772883333
low,r&b,neo soul,0.397,0.37,5,-7.368,minor,0.0684,0.427,4.79E-05,0.138,0.184,97.543,4.92555
low,r&b,neo soul,0.849,0.583,6,-7.865,minor,0.0565,0.259,0.167,0.102,0.666,98.011,3.452216667
low,r&b,neo soul,0.407,0.403,5,-8.396,minor,0.113,0.158,5.98E-06,0.553,0.329,90.907,3.8813
low,r&b,neo soul,0.688,0.618,7,-5.245,major,0.0462,0.452,0.000371,0.211,0.187,120.011,4.624666667
low,r&b,neo soul,0.5,0.375,10,-11.341,minor,0.126,0.843,0.000261,0.0977,0.291,75.383,4.214333333
low,r&b,neo soul,0.742,0.356,2,-7.123,major,0.0407,0.384,0,0.0892,0.545,153.681,3.064266667
low,r&b,neo soul,0.633,0.621,10,-11.494,major,0.0313,0.042,0.0172,0.186,0.593,113.325,4.6
low,r&b,neo soul,0.422,0.503,0,-9.074,major,0.0663,0.612,0.00078,0.335,0.476,157.555,3.003333333
low,r&b,neo soul,0.331,0.344,7,-10.959,minor,0.053,0.207,6.77E-05,0.135,0.132,64.211,2.491333333
low,r&b,neo soul,0.33,0.42,4,-8.383,minor,0.0275,0.298,0,0.124,0.761,140.327,2.34555
low,r&b,neo soul,0.745,0.356,1,-10.425,major,0.0941,0.172,0.00943,0.123,0.607,160.033,5.448883333
low,r&b,neo soul,0.691,0.732,5,-3.715,minor,0.0294,0.0326,0,0.0608,0.477,97.949,4.304883333
low,r&b,neo soul,0.634,0.492,7,-7.25,major,0.0424,0.0169,3.53E-06,0.351,0.101,137.981,3.372666667
low,r&b,neo soul,0.684,0.764,6,-5.342,minor,0.0254,0.0129,0.000171,0.141,0.944,107.806,3.890216667
low,r&b,neo soul,0.312,0.562,9,-6.495,major,0.0298,0.123,0.173,0.136,0.514,185.725,3.594883333
low,r&b,neo soul,0.193,0.229,7,-11.392,major,0.0342,0.907,1.51E-06,0.686,0.138,76.454,6.229116667
low,r&b,neo soul,0.498,0.246,9,-13.41,major,0.0342,0.727,0.000374,0.0781,0.152,151.255,2.948
low,r&b,neo soul,0.659,0.481,2,-5.29,major,0.0365,0.714,4.62E-05,0.0909,0.346,75.945,4.223683333
low,r&b,neo soul,0.587,0.142,7,-15.196,major,0.0329,0.862,0.000162,0.0953,0.288,119.752,4.181116667
low,r&b,neo soul,0.392,0.318,7,-8.635,major,0.0328,0.235,1.46E-06,0.128,0.152,145.37,5.939333333
high,r&b,neo soul,0.392,0.37,9,-10.888,major,0.0298,0.205,0.0096,0.0821,0.512,48.718,4.888216667
low,r&b,neo soul,0.317,0.41,0,-9.815,major,0.0367,0.159,0.000227,0.108,0.148,137.088,4.18555
low,r&b,neo soul,0.534,0.411,0,-8.119,major,0.0451,0.722,1.64E-06,0.64,0.676,127.372,3.136
low,r&b,neo soul,0.639,0.468,5,-8.329,major,0.0231,0.451,0.0102,0.12,0.42,97.53,3.000883333
low,r&b,neo soul,0.593,0.619,3,-9.003,minor,0.0976,0.118,0,0.484,0.668,80.02,5.442216667
low,r&b,neo soul,0.51,0.688,7,-5.952,major,0.0322,0.205,0,0.16,0.44,129.795,3.688
low,r&b,neo soul,0.522,0.377,5,-11.692,minor,0.0332,0.626,0,0.118,0.374,104.968,3.666666667
low,r&b,neo soul,0.673,0.554,11,-7.156,minor,0.0261,0.246,0.000446,0.0952,0.59,93.97,3.796666667
low,r&b,neo soul,0.388,0.343,7,-11.468,major,0.0309,0.485,0.00188,0.0783,0.615,144.756,3.043116667
